can_smiles,IC50_nM
CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)N[C@@H]1CCOC[C@H]1F,5.0
CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)N[C@H]1CCOC[C@@H]1F,5.0
CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)N[C@H]1CC[C@H](N)CC1,2.0
CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)N[C@H]1CC[C@H](NC(=O)C2CC2)CC1,1.0
CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)N[C@H]1CC[C@H](NC(=O)N2CCOCC2)CC1,1.0
CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)N[C@H]1C[C@@](C)(O)C1,8.0
CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(=O)Nc1cncc(N)c1,7.0
CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C(N)=O,4.0
CC(C)Nc1cc(-c2ccc3cc(C#N)cnn23)ncc1C1CCC(c2ccc(NC(=O)C34C5C6C7C5C3C7C64)cc2)S1,1570.0
CC(C)Nc1cc(-c2ccc3cc(C(N)=O)cnn23)ncc1C(=O)NC1CS(=O)(=O)C1,27.0
CC(C)Nc1cc(-c2ccc3cc(C(N)=O)cnn23)ncc1C(=O)NCC1CCS(=O)(=O)C1,16.0
CC(C)Nc1cc(-c2ccc3cc(C(N)=O)cnn23)ncc1C(=O)NCC1CS(=O)(=O)C1,18.0
CC(C)Nc1cc(-c2ccc3cc(C4=NNNN4)cnn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,24.0
CC(C)Nc1cc(-c2ccc3cccnn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,6.0
CC(C)Nc1cc(-c2ccn(-c3ccncc3)n2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,14.0
CC(C)Nc1cc(-c2cnc(-c3cccc(C#N)c3)o2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,55.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NC1CCC(N(C)C)CC1,4.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NCC(F)(F)C(C)(C)O,6.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NCC(F)C1CC(C)OC(C)C1,3.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NCC(F)C1CCNCC1,2.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NCCC(C)(C)O,5.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NCCC1(O)CCCC1,2.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NCCCn1ccnc1,11.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NCCc1ccccn1,8.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NCCc1cccs1,2.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.0
CC(C)Nc1cc(-c2cnc3cc(C#N)cnn23)ncc1C(=O)NC[C@H](F)C(C)(C)O,8.0
CC(C)Nc1cc(-c2cnc3cc(C(F)F)cnn23)ncc1C(=O)NC[C@H](F)C(C)(C)O,4.0
CC(C)Nc1cc(-c2cnc3cc(Cl)cnn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.0
CC(C)Nc1cc(-c2cnc3cc(F)cnn23)ncc1C(=O)NC[C@H](F)C(C)(C)O,3.0
CC(C)Nc1cc(-c2cnc3ccc(N)nn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,12.0
CC(C)Nc1cc(-c2cnc3ccc(N4CC[C@@H](O)C4)nn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,29.0
CC(C)Nc1cc(-c2cnc3ccc(NCC(C)(C)O)nn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,11.0
CC(C)Nc1cc(-c2cnc3ccc(NCCO)nn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.0
CC(C)Nc1cc(-c2cnc3cccnn23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,10.0
CC(C)Nc1cc(-c2cnn3cc(C#N)cnc23)ncc1C(=O)NCCC(C)(C)C#N,8.0
CC(C)Nc1cc(-c2cnn3cc(C#N)cnc23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,81.0
CC(C)Nc1cc(-c2cnn3cc(C#N)cnc23)ncc1C(=O)NC[C@@H](F)C(C)(C)OC(F)F,5.0
CC(C)Nc1cc(-c2cnn3cc(C#N)cnc23)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)CC1,7.0
CC(C)Nc1cc(-c2cnn3cc(C4CC4)cnc23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,75.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NC1CCN(S(=O)(=O)C(C)C)CC1,26.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NCC(=O)N1CCC2(CCO2)CC1,8.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NCC(F)C1(O)COC1,6.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NCCC(=O)N1CCOCC1,47.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NCCC(C)(C)F,7.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NCCC1(O)CCC(C)(O)CC1,9.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NCCC1(O)CCOCC1,10.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NCCCS(C)(=O)=O,16.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,8.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NC[C@@H](F)C(C)(C)OC(F)F,3.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)NC[C@@H](F)C(O)(CO)CO,24.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)N[C@@H]1CC[C@@H](CO)OC1,99.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NC(C)C)CC1,24.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NC2CC2)CC1,5.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)N[C@H]1CC[C@H](NC(=O)C(C)(C)O)CC1,29.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)N[C@H]1CC[C@H](NC(=O)[C@H](C)O)CC1,18.0
CC(C)Nc1cc(-c2cnn3cc(Cl)cnc23)ncc1C(=O)Nc1cnn(CC(=O)NC[C@@H](F)C(C)(C)O)c1,99.0
CC(C)Nc1cc(-c2cnn3cc(F)c(N)nc23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.0
CC(C)Nc1cc(-c2cnn3cc(F)cnc23)ncc1C(=O)NC[C@@H](F)C(C)(C)O,17.0
CC(C)Nc1cc(-n2ccc(-c3ccnnc3)n2)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.1
CC(C)Nc1cc(-n2ccc3cc(C#N)ccc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.3
CC(C)Nc1cc(-n2ccc3cc(C#N)ccc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)CC1,10.0
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1-c1cn(CCN2CCOCC2)nn1,2.0
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC12CCC(O)(CC1)C2,14.8
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCC(C(C)(O)C2CC2)CC1,3.9
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCC2(CC1)NC(=O)NC2=O,4.1
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCN(C[SH](=O)=O)CC1,5.3
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC1CCc2nc(N)sc2C1,13.1
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCC(=O)N1CCN(C)CC1,2.3
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCC(=O)NC1CCS(=O)(=O)C1,2.8
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCC(F)C1(O)COC1,1.8
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCC(C)(C)O,1.7
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCC1(O)CCCC1,2.0
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCCOC(C)(C)C,5.5
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCCOC(C)C,5.6
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCNC(=O)C(C)(C)O,7.5
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCNS(=O)(=O)N1CCOCC1,5.2
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCNS(C)(=O)=O,4.1
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NCCc1ccc(S(N)(=O)=O)cc1,2.7
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,7.6
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)NC(C)C,2.3
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)O,1.4
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)NC[C@H](F)C(C)(C)O,2.6
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@@H]1CC=C(c2ccncc2)CC1,5.5
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@@](F)(c2nccn2C)CC1,1.8
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NC(C)C)CC1,1.9
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(=O)NC2CC2)CC1,2.0
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)C1,3.7
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](C(C)(C)O)CC1,1.4
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](O)CC1,3.3
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H](S(C)(=O)=O)CC1,3.6
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@H]([N+](=O)[O-])CC1,5.1
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](C)(O)CC1,4.6
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](F)(c2ccnn2C)CC1,3.3
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](F)(c2nccn2C)CC1,4.3
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](F)(c2nccs2)CC1,5.3
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2ccccn2)CC1,3.7
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2cccnc2)CC1,3.6
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2ccncc2)CC1,2.8
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2ccnn2C)CC1,2.3
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2nccn2C)CC1,6.4
CC(C)Nc1cc(-n2ccc3cc(C#N)cnc32)ncc1C(=O)N[C@H]1CC[C@](O)(c2nccs2)CC1,5.0
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)C4CC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,13.5
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)C4CCOC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,10.5
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC(C)(C)C)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.7
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC(C)(C)O)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,6.1
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC4CCCC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.3
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC4CCCCC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,5.4
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)CC4CCOCC4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,14.0
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)Cc4ccccc4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.2
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)NCc4ccccc4)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,8.2
CC(C)Nc1cc(-n2ccc3cc(CNC(=O)OC(C)C)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.8
CC(C)Nc1cc(-n2ccc3cc(Cl)ccc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,11.8
CC(C)Nc1cc(-n2ccc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.5
CC(C)Nc1cc(-n2ccc3cc(F)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.6
CC(C)Nc1cc(-n2ccc3cccnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.3
CC(C)Nc1cc(-n2ccc3cnc(N(C)C)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.4
CC(C)Nc1cc(-n2ccc3cnc(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.3
CC(C)Nc1cc(-n2ccc3cnc(N4CC[C@@H](O)C4)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.7
CC(C)Nc1cc(-n2ccc3cnc(N4CC[C@H](O)C4)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.8
CC(C)Nc1cc(-n2ccc3cnc(NCC(C)(C)O)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.9
CC(C)Nc1cc(-n2ccc3cnc(NCCO)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.7
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1-c1cn(CCCCCN)nn1,3.0
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1-c1cn(CCN2CCOCC2)nn1,2.0
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1-c1cn(CCO)nn1,7.0
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1-c1cn(CCOCCOCCOCCO)nn1,3.0
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1-c1cn(Cc2cc(=O)[nH]c(=O)[nH]2)nn1,7.0
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1-c1cn([C@@H]2CCNC[C@@H]2O)nn1,7.0
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1-c1cn([C@@H]2CCNC[C@H]2O)nn1,3.0
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1-c1cn([C@H]2CCNC[C@H]2O)nn1,5.0
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1C(=O)NCCC(C)(C)O,4.2
CC(C)Nc1cc(-n2ccc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.1
CC(C)Nc1cc(-n2cnc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.9
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(C(C)(C)C)nn1,96.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(C2CCOCC2)nn1,3.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C)C2)nn1,4.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(CC(C)(C)O)nn1,32.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(CC(O)Cc2ccccc2)nn1,26.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(CCC(F)(F)F)nn1,5.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(CCCF)nn1,8.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(CCc2ccccc2)nn1,3.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(C[C@@H](C)O)nn1,14.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn(C[C@H](C)O)nn1,10.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn([C@@H]2CCCC[C@H]2O)nn1,7.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn([C@@H]2CCC[C@H]2O)nn1,4.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1-c1cn([C@@H]2COC[C@H]2O)nn1,7.0
CC(C)Nc1cc(-n2cnc3cc(C#N)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)F,8.7
CC(C)Nc1cc(-n2cnc3cc(Cl)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.0
CC(C)Nc1cc(-n2cnc3cnc(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)F,3.6
CC(C)Nc1cc(-n2cnc3cnc(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,3.7
CC(C)Nc1cc(-n2cnc3cnc(NCCO)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,2.5
CC(C)Nc1cc(-n2cnc3cncnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,15.1
CC(C)Nc1cc(-n2ncc3cc(Br)cnc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,4.2
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1-c1cn(C2CCCCC2)nn1,2.0
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1-c1cn(CC(C)(C)O)nn1,8.0
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1-c1cn(CCCF)nn1,14.0
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1-c1cn(CCCO)nn1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1-c1cn(C[C@H](C)O)nn1,5.0
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1-n1cc(CCC(C)(C)O)nn1,1.0
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC1(C)CC1,6.7
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC1C=CCC1,11.1
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC1CCCCC1,6.6
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NCC1CC1C(C)(C)O,13.5
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NCCC(C)(C)F,2.0
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NCCC1CC1,6.3
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](C)F,10.0
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)F,1.9
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)NC[C@@H](F)C(C)(C)O,1.3
CC(C)Nc1cc(-n2ncc3cc(C#N)c(N)nc32)ncc1C(=O)N[C@H](C)C1CC1,17.3
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1c[nH]cn1,105.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C(CO)CO)no1,10.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2CC(F)(F)CCN2)no1,3.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2CCCCN2)no1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2CCCCN2)on1,7.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2CCCCN2S(C)(=O)=O)on1,1.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2CCCOC2)no1,2.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2CCNCC2)no1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2CCOCC2)no1,3.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2CNC2)no1,5.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2COC(C)(C)CN2)no1,2.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2COC(C)(C)O2)no1,6.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2COCCN2)no1,3.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(C2COCCN2)on1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(CC(C)(C)O)on1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(CCC(C)(C)O)no1,1.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc(CCC(C)(C)O)on1,2.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc([C@@H]2C[C@H](O)CCN2)no1,10.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc([C@H]2CCNC2)no1,3.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cc([C@H]2C[C@@H](O)CCN2)no1,9.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(-c2ccc(F)c(C#N)c2)nn1,399.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(-c2ccc(F)cc2)nn1,217.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(-c2cccc(O)c2)nn1,172.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(-c2ccccc2)nn1,33.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(-c2ccccc2C#N)nn1,26.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(-c2ccccc2F)nn1,7.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(-c2cccnc2)cn1,87.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(-c2cccnc2)nn1,17.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(-c2cccnc2C#N)nn1,13.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C(C)(C)C)nn1,17.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C(C)C)cn1,17.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C(C)C)nn1,5.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C)nn1,8.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CCCCC2)nn1,5.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CCCC[C@H]2O)nn1,2.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CCN(C)C2=O)nn1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CCN(S(C)(=O)=O)CC2)nn1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CCNCC2)nn1,2.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CCOC2)nn1,7.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CCOCC2)nn1,1.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C#N)C2)nn1,8.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C(=O)C(C)(C)C)C2)nn1,3.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C(=O)C(C)C)C2)nn1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C(=O)C3CC3)C2)nn1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C(=O)CC3CC3)C2)nn1,4.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C(=O)OC(C)(C)C)C2)nn1,13.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C(=O)c3ccccc3)C2)nn1,8.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C(C)C)C2)nn1,2.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C(c3ccccc3)c3ccccc3)C2)nn1,235.0
CC(C)Nc1cc(-n2ncc3cc(C#N)cnc32)ncc1-c1cn(C2CN(C)C2)nn1,2.0
